iter	Logloss
252	0.1779965026
253	0.1777064306
254	0.1774600655
255	0.1769697966
256	0.1765768101
257	0.1760992527
258	0.1757786756
259	0.1753844586
260	0.1749671675
261	0.1748205457
262	0.1746153651
263	0.1742946756
264	0.1741157284
265	0.1738312431
266	0.1735881665
267	0.1731736227
268	0.1727423455
269	0.1724408075
270	0.1721558467
271	0.1718167452
272	0.1715676473
273	0.1711402305
274	0.170895908
275	0.1706068494
276	0.1703435008
277	0.1699087143
278	0.1694240915
279	0.1691019771
280	0.1689457448
281	0.1686903305
282	0.1683817486
283	0.1680754071
284	0.1679566671
285	0.167618655
286	0.1672854917
287	0.1670237803
288	0.1667701801
289	0.166615016
290	0.166323696
291	0.1661141954
292	0.1656567132
293	0.1654305451
294	0.1652180666
295	0.1650287003
296	0.1648324055
297	0.1646551517
298	0.1643621319
299	0.1640567608
300	0.1637773219
301	0.1636673131
302	0.1633468974
303	0.1630692582
304	0.1627209425
305	0.1625663005
306	0.1623779491
307	0.1622488172
308	0.1616429717
309	0.1611445417
310	0.1608819067
311	0.1606737511
312	0.160481954
313	0.1602806999
314	0.1599637187
315	0.1597088018
316	0.1595519324
317	0.1593971064
318	0.1590572618
319	0.158685877
320	0.1584119803
321	0.1582021344
322	0.1580160255
323	0.1578131096
324	0.1575811159
325	0.1574271228
326	0.157191021
327	0.1569720212
328	0.1567264238
329	0.1565610908
330	0.1562347912
331	0.1559443653
332	0.1557477869
333	0.1554109818
334	0.1552962269
335	0.1550952598
336	0.1547434002
337	0.1545453212
338	0.1543425582
339	0.1541027615
340	0.1537311268
341	0.1535365023
342	0.1533192522
343	0.1530566491
344	0.1526888936
345	0.1524797122
346	0.1523019099
347	0.1519858023
348	0.1517922993
349	0.1513382219
350	0.1511598146
351	0.1509289786
352	0.1506235294
353	0.1506147669
354	0.1505120683
355	0.1502729781
356	0.1499475804
357	0.1498248468
358	0.1496776642
359	0.1494126213
360	0.1490769415
361	0.1488764628
362	0.1486907626
363	0.1483751353
364	0.1481563636
365	0.1479384492
366	0.1476192354
367	0.1474358032
368	0.1472614216
369	0.1468563501
370	0.1465584298
371	0.1462787386
372	0.146140702
373	0.1459223548
374	0.1455985952
375	0.1452938489
376	0.1451165079
377	0.1448564503
378	0.1445416012
379	0.1442503987
380	0.1440372574
381	0.1438042866
382	0.1436944932
383	0.1434459504
384	0.1433002738
385	0.1430883658
386	0.1428176226
387	0.142535942
388	0.1423049425
389	0.1420525341
390	0.1418770145
391	0.1417358694
392	0.1416088686
393	0.1413904219
394	0.1410819592
395	0.1409387762
396	0.1406849738
397	0.1404876497
398	0.1403292905
399	0.1401845252
400	0.1398181699
401	0.1396116919
402	0.1393756322
403	0.1391750231
404	0.1390019326
405	0.1388056348
406	0.138568499
407	0.1383166775
408	0.1380803821
409	0.1378280106
410	0.1376729605
411	0.1374861078
412	0.1373902951
413	0.1371098736
414	0.1368895481
415	0.1367086968
416	0.1365199487
417	0.13633264
418	0.1360282314
419	0.1358101526
420	0.1356203724
421	0.1354887785
422	0.1352773926
423	0.135175015
424	0.1349503733
425	0.1348243644
426	0.13450588
427	0.1343187285
428	0.1341517999
429	0.133970628
430	0.1336997674
431	0.1335220881
432	0.1332860979
433	0.1331729362
434	0.1330426278
435	0.1329254192
436	0.1327713657
437	0.1324954476
438	0.1323513389
439	0.1321160285
440	0.1318182825
441	0.131677555
442	0.1315281131
443	0.1314173979
444	0.1311924306
445	0.1309441963
446	0.1307325008
447	0.1306431293
448	0.1304535976
449	0.1302984695
450	0.1300836755
451	0.1299037726
452	0.1296795767
453	0.1294383742
454	0.1292515477
455	0.1290327417
456	0.1288114974
457	0.1285837731
458	0.1284148807
459	0.1282028942
460	0.1279192782
461	0.1277014695
462	0.1273950015
463	0.1271074448
464	0.1269987229
465	0.1267981295
466	0.1266732248
467	0.1264525898
468	0.1263398719
469	0.1261289203
470	0.1258963192
471	0.1256919907
472	0.1255554814
473	0.1253653344
474	0.1251338349
475	0.1248656138
476	0.1246593031
477	0.1243633149
478	0.1241457709
479	0.1238565239
480	0.1236582909
481	0.1234072926
482	0.1232397294
483	0.1230898555
484	0.1228210305
485	0.1226165039
486	0.1224806733
487	0.1222110477
488	0.1219607948
489	0.1218509447
490	0.1216698496
491	0.1214308182
492	0.121246199
493	0.1210174863
494	0.1209440785
495	0.1206935978
496	0.1203928135
497	0.1201313537
498	0.1198962551
499	0.1197642087
500	0.1195089056
501	0.119318492
502	0.1190325006
503	0.1188485868
504	0.1185645334
505	0.1184294371
506	0.1182851858
507	0.1181884603
508	0.1180376334
509	0.1179173466
510	0.1177779575
511	0.1175881282
512	0.1173675498
513	0.1172243111
514	0.1170994201
515	0.1169128381
516	0.116754266
517	0.1166459778
518	0.1164715641
519	0.1163621861
520	0.1160691818
521	0.1158553069
522	0.115668191
523	0.1154868956
524	0.1152924857
525	0.1151826855
526	0.1149989571
527	0.1148548185
528	0.1147371481
529	0.114564328
530	0.1144397969
531	0.1142269129
532	0.1140911635
533	0.1138772202
534	0.1137671115
535	0.1136245752
536	0.1134461721
537	0.113309373
538	0.1131668317
539	0.1128940924
540	0.1127476073
541	0.1126416454
542	0.1125511236
543	0.112434857
544	0.1123223459
545	0.1121370303
546	0.1119499129
547	0.1118000517
548	0.1114429079
549	0.111304804
550	0.1112931797
551	0.1111516873
552	0.1110135005
553	0.1109568113
554	0.1108863741
555	0.1107493522
556	0.1106007907
557	0.1104310407
558	0.1102911323
559	0.1101978992
560	0.1100854508
561	0.1098604681
562	0.1096934955
563	0.1095460506
564	0.1092925342
565	0.109078188
566	0.1089638162
567	0.1087137245
568	0.1085143399
569	0.1083610679
570	0.1082013834
571	0.1080382562
572	0.1079385406
573	0.1077946563
574	0.1076859248
575	0.1075427271
576	0.1074228605
577	0.1072442723
578	0.107053244
579	0.1068138619
580	0.1066201013
581	0.1065029462
582	0.1063538547
583	0.1062373638
584	0.1059960762
585	0.1058910239
586	0.1057402079
587	0.1054921136
588	0.1053549545
589	0.105278276
590	0.1051053549
591	0.1050521609
592	0.1049553071
593	0.1048768721
594	0.1047721473
595	0.1046093717
596	0.104482196
597	0.104423938
598	0.1043089401
599	0.1042403326
600	0.1041454966
601	0.104020971
602	0.1038873851
603	0.1036591239
604	0.1035123616
605	0.103457351
606	0.1034041998
607	0.1032532636
608	0.1031133044
609	0.1029742489
610	0.1028856207
611	0.1027808799
612	0.1026353163
613	0.1025224225
614	0.102403083
615	0.1022634254
616	0.1021548838
617	0.1020225482
618	0.1019156734
619	0.1017687334
620	0.1015986069
621	0.1015013539
622	0.1013989518
623	0.1011927543
624	0.1011111541
625	0.1010086705
626	0.1009438309
627	0.1007952569
628	0.100581556
629	0.1004071629
630	0.1002348487
631	0.1000606366
632	0.09995691393
633	0.09984959838
634	0.09973810291
635	0.09964605718
636	0.09954516573
637	0.0994390968
638	0.09933835163
639	0.09921616965
640	0.09911065548
641	0.09898465587
642	0.09885515206
643	0.09871475284
644	0.09857500507
645	0.09841563892
646	0.09824244348
647	0.09804427578
648	0.09794134345
649	0.0977668776
650	0.097660392
651	0.09753669857
652	0.09736727097
653	0.09721413387
654	0.09710439477
655	0.09699240076
656	0.09679053721
657	0.0966973004
658	0.09664630196
659	0.09663106111
660	0.09654537841
661	0.09645387233
662	0.09636514959
663	0.09628679207
664	0.09622732073
665	0.09616990583
666	0.09607376313
667	0.09593291263
668	0.09579202358
669	0.09570518251
670	0.09568996718
671	0.09551578302
672	0.09540325892
673	0.09526436434
674	0.09516372055
675	0.09507967292
676	0.09493983086
677	0.09482119557
678	0.09477517126
679	0.09467877519
680	0.09459213098
681	0.09445518689
682	0.09436328071
683	0.09422870269
684	0.09406597304
685	0.09385109911
686	0.09372092435
687	0.09366656793
688	0.09361645355
689	0.09347895412
690	0.09341758437
691	0.09330772946
692	0.09311547604
693	0.09301849606
694	0.09278702678
695	0.09274370602
696	0.09258041812
697	0.09247385395
698	0.09229804344
699	0.0921992837
700	0.09218667504
701	0.09214011523
702	0.09198364291
703	0.0918710233
704	0.0917423274
705	0.09164750689
706	0.09153922632
707	0.09145043924
708	0.09129875085
709	0.09124761769
710	0.09112957759
711	0.09096386053
712	0.09085414591
713	0.09076735095
714	0.09068863024
715	0.09060749963
716	0.09051108872
717	0.09045572659
718	0.09030928814
719	0.09024728627
720	0.09010603994
721	0.08999674455
722	0.08989099916
723	0.08977039653
724	0.08965268246
725	0.08958959703
726	0.08950054652
727	0.08935312848
728	0.08919527604
729	0.08910004303
730	0.0890164651
731	0.08889727127
732	0.0888838799
733	0.08887203101
734	0.08872434231
735	0.08862490034
736	0.08841149879
737	0.08836376534
738	0.0883302925
739	0.08824389274
740	0.08811219326
741	0.08802312512
742	0.08788434413
743	0.08775655091
744	0.08756001723
745	0.08739332987
746	0.08728011102
747	0.08720266312
748	0.08712800405
749	0.08700829127
750	0.08684192208
751	0.08675863421
752	0.08660040373
753	0.08649456251
754	0.08643716997
755	0.0863035359
756	0.08613004412
757	0.0860012246
758	0.08597632164
759	0.08588031363
760	0.08576217812
761	0.08559692495
762	0.0855143895
763	0.0854391692
764	0.08538678059
765	0.08524066659
766	0.08515679513
767	0.08498510819
768	0.08483118475
769	0.08481492703
770	0.08467311934
771	0.08460054396
772	0.08457005192
773	0.08450810698
774	0.08436143635
775	0.08429225258
776	0.08414300791
777	0.08399896875
778	0.08391887885
779	0.08382427272
780	0.08377024668
781	0.08376636564
782	0.08362948154
783	0.08357977093
784	0.08350451458
785	0.08343891306
786	0.08329934234
787	0.08315342382
788	0.0830127819
789	0.08293202169
790	0.08281214865
791	0.0826527282
792	0.08264218721
793	0.08263183125
794	0.08255178214
795	0.08241622952
796	0.08232964693
797	0.08226884782
798	0.08214434431
799	0.08205088533
800	0.08195770816
801	0.08182267077
802	0.08177823155
803	0.08165608885
804	0.0815083945
805	0.08138949374
806	0.08125454199
807	0.08118700399
808	0.08109979793
809	0.08097877558
810	0.0808894326
811	0.08081204173
812	0.08074472924
813	0.0807107709
814	0.08060983051
815	0.08045089516
816	0.08040168946
817	0.08026931505
818	0.08016710327
819	0.08010670393
820	0.08003117322
821	0.07997070615
822	0.07990492768
823	0.07981427453
824	0.07972767897
825	0.07968311862
826	0.07953947045
827	0.0793981817
828	0.07933474695
829	0.07914596624
830	0.07909878595
831	0.07899759202
832	0.07891497379
833	0.07886953472
834	0.07874793134
835	0.0786830471
836	0.07851896587
837	0.07847387554
838	0.07840080203
839	0.07826887812
840	0.07820840358
841	0.07820242131
842	0.07808506264
843	0.07807214143
844	0.07791715305
845	0.07775458518
846	0.07761665273
847	0.07752256145
848	0.0773665464
849	0.07730533494
850	0.07723480631
851	0.07712248332
852	0.07706296643
853	0.07690338328
854	0.07677293835
855	0.07666138654
856	0.07657561868
857	0.07649456547
858	0.0763744483
859	0.07628149337
860	0.0761615827
861	0.07606401172
862	0.07598547017
863	0.0759199906
864	0.07575326245
865	0.07565262055
866	0.0755265625
867	0.07543864853
868	0.07529209348
869	0.07516636409
870	0.07508360178
871	0.07498320926
872	0.07492417417
873	0.074818587
874	0.07469580949
875	0.07466434889
876	0.07449543198
877	0.07437585487
878	0.074321264
879	0.07420565992
880	0.07415053623
881	0.07401818385
882	0.07393646737
883	0.07377977598
884	0.07373819828
885	0.07364631038
886	0.07360645698
887	0.07355016238
888	0.07348304287
889	0.07341649706
890	0.07338248395
891	0.07337511997
892	0.07327166458
893	0.07312518948
894	0.07298613716
895	0.07286060361
896	0.07278138564
897	0.07265596181
898	0.0725533383
899	0.07247238282
900	0.07238940595
901	0.07226554031
902	0.07226362057
903	0.0721602988
904	0.07211057535
905	0.07199681096
906	0.07194298086
907	0.07187685147
908	0.07177359106
909	0.07177090086
910	0.07167213195
911	0.07161919759
912	0.07155398646
913	0.07153134794
914	0.07147969383
915	0.07141063316
916	0.07123545659
917	0.07120753659
918	0.07112934671
919	0.07102492197
920	0.07089454791
921	0.07079479125
922	0.07068503286
923	0.07054083667
924	0.07043773401
925	0.07037041974
926	0.07027757226
927	0.07020219467
928	0.0701405413
929	0.0700435095
930	0.06994903479
931	0.06984241008
932	0.06978289478
933	0.0696848562
934	0.06961224234
935	0.06951741614
936	0.06944081822
937	0.06938397974
938	0.06933413324
939	0.06929855055
940	0.06920555164
941	0.06910338117
942	0.06901634484
943	0.06891190285
944	0.06886025884
945	0.06870666925
946	0.06868631848
947	0.06855177489
948	0.06843352897
949	0.06835520898
950	0.06826251076
951	0.06817320732
952	0.06811158032
953	0.06810384972
954	0.06805867514
955	0.06799785025
956	0.06793467036
957	0.06788640284
958	0.06780385362
959	0.06777115222
960	0.06771302367
961	0.06766008158
962	0.06758712231
963	0.06752820971
964	0.0674842737
965	0.06742948343
966	0.06735070808
967	0.06726472037
968	0.06715987705
969	0.06709547207
970	0.06696372968
971	0.06691801495
972	0.06681077557
973	0.06673594057
974	0.06662455363
975	0.0665227419
976	0.06644898684
977	0.06636100522
978	0.06621255982
979	0.066146253
980	0.06607777932
981	0.06596903408
982	0.06590535909
983	0.06584285343
984	0.06576041243
985	0.06565496311
986	0.06562500617
987	0.06557810344
988	0.06555302195
989	0.06550072913
990	0.06546096287
991	0.06539379973
992	0.06532066785
993	0.06528384777
994	0.06527775161
995	0.06527380453
996	0.06519180341
997	0.0651210995
998	0.06500710485
999	0.06492841986
