iter	Logloss
289	0.3537529399
290	0.3535922523
291	0.353401964
292	0.353189943
293	0.3531097168
294	0.3529056458
295	0.3524298069
296	0.3521927779
297	0.3519610367
298	0.3518179779
299	0.3516987546
300	0.3515814877
301	0.3515696631
302	0.3514661772
303	0.3513928188
304	0.3510862567
305	0.3506893449
306	0.3505215554
307	0.3501839755
308	0.3500161488
309	0.3497482351
310	0.349630481
311	0.3495992403
312	0.3495388582
313	0.3494503148
314	0.3493292051
315	0.3492369547
316	0.3490773218
317	0.3487781567
318	0.3486897502
319	0.3484039994
320	0.3482077702
321	0.3480193119
322	0.347770273
323	0.3475854125
324	0.3474402076
325	0.3471966154
326	0.3471466722
327	0.3469378309
328	0.3465376842
329	0.3464089166
330	0.3464072543
331	0.3463468122
332	0.346282735
333	0.3462754706
334	0.3460043325
335	0.3458735261
336	0.3455716121
337	0.3452452486
338	0.3450500979
339	0.344862077
340	0.3447970193
341	0.3444081565
342	0.3443352384
343	0.3440108703
344	0.3440013317
345	0.3438312749
346	0.3436194911
347	0.3434608551
348	0.34341095
349	0.3433366054
350	0.3432931671
351	0.3431934184
352	0.3429633964
353	0.3426883348
354	0.342426115
355	0.3422844748
356	0.3422113565
357	0.342076281
358	0.3417206645
359	0.3415939745
360	0.3414111382
361	0.3413225264
362	0.3411620404
363	0.3409064765
364	0.3406374108
365	0.340320922
366	0.3401837628
367	0.3397547924
368	0.3393985865
369	0.3392115666
370	0.3389203884
371	0.3385133056
372	0.3381752289
373	0.3380857829
374	0.337881293
375	0.337600488
376	0.3373978648
377	0.337109352
378	0.3370731165
379	0.3369553405
380	0.3368444259
381	0.3365624239
382	0.336251983
383	0.3358588621
384	0.3357192199
385	0.335505859
386	0.3352425136
387	0.3351460845
388	0.3348570085
389	0.3347572697
390	0.3345308586
391	0.334443241
392	0.3340604981
393	0.3340033073
394	0.3339586534
395	0.3336825195
396	0.3336551685
397	0.3334008356
398	0.333348666
399	0.333168668
400	0.3330262035
401	0.3329764695
402	0.3326737155
403	0.3326534868
404	0.3325751852
405	0.3323679189
406	0.3323293038
407	0.332310199
408	0.3321221799
409	0.3319900982
410	0.3319722581
411	0.3319467947
412	0.3318332078
413	0.3316421455
414	0.331407864
415	0.3311512792
416	0.3309559363
417	0.3305896171
418	0.3303420384
419	0.3302068
420	0.3300378241
421	0.3297875762
422	0.3296887267
423	0.3293777972
424	0.3290913649
425	0.3287890184
426	0.3284371001
427	0.3283945998
428	0.3281133302
429	0.3279249901
430	0.3276262807
431	0.3275188793
432	0.3274782187
433	0.3273914383
434	0.327167081
435	0.3268663976
436	0.3267068592
437	0.3265636491
438	0.3263910227
439	0.3261637065
440	0.3259273492
441	0.3256022658
442	0.3253804187
443	0.3251720147
444	0.3248543543
445	0.324646962
446	0.3245506506
447	0.3242196038
448	0.3241209799
449	0.3239240802
450	0.323777155
451	0.3236049645
452	0.3235496425
453	0.3233594833
454	0.3230786774
455	0.3230395709
456	0.3229413952
457	0.3228764321
458	0.3228537838
459	0.3227517912
460	0.3226733132
461	0.3225313693
462	0.3224497742
463	0.3222532023
464	0.3219914472
465	0.3217320101
466	0.321652458
467	0.3216174811
468	0.3215383093
469	0.3214619702
470	0.3213764046
471	0.321271549
472	0.3212017854
473	0.3210455192
474	0.3208636761
475	0.320846158
476	0.3206893431
477	0.3206077062
478	0.320460718
479	0.3203725608
480	0.3201910787
481	0.319894566
482	0.3198092887
483	0.3197152203
484	0.3194749419
485	0.3194305808
486	0.3192643476
487	0.3191626713
488	0.3189794651
489	0.3188591598
490	0.3187522077
491	0.3186060667
492	0.3184354835
493	0.3183654806
494	0.3182709023
495	0.3181630986
496	0.3178904445
497	0.3177094529
498	0.317486488
499	0.3174264417
